match_id,date,team_a,team_b,team_a_kills,team_b_kills,odds_home,odds_away,closing_odds_home,closing_odds_away,target
M_2612,2021-01-02,Wycombe,Middlesbrough,1,3,4.2,1.95,4.21,2.0,0
M_2613,2021-01-02,Stoke,Bournemouth,0,1,3.6,2.1,3.68,2.14,0
M_2610,2021-01-02,Preston,Nott'm Forest,0,1,2.45,3.0,2.54,3.1,0
M_2241,2021-01-02,Crystal Palace,Sheffield United,2,0,1.95,3.9,2.02,3.84,1
M_2609,2021-01-02,Norwich,Barnsley,1,0,1.75,4.75,1.77,4.81,1
M_2608,2021-01-02,Millwall,Coventry,1,2,2.05,4.2,2.09,4.34,0
M_2607,2021-01-02,Huddersfield,Reading,1,2,2.5,2.8,2.67,2.9,0
M_2606,2021-01-02,Birmingham,Blackburn,0,2,3.6,2.1,3.64,2.15,0
M_2242,2021-01-02,West Brom,Arsenal,0,4,5.75,1.57,5.98,1.63,0
M_2243,2021-01-03,Newcastle,Leicester,1,2,5.25,1.61,5.35,1.7,0
M_2244,2021-01-03,Chelsea,Man City,1,3,3.0,2.2,2.95,2.4,0
M_2245,2021-01-04,Southampton,Liverpool,1,0,5.0,1.61,5.03,1.67,1
M_2248,2021-01-12,Wolves,Everton,1,2,2.45,3.1,2.56,3.15,0
M_2614,2021-01-12,Luton,QPR,0,2,2.25,3.25,2.37,3.29,0
M_2246,2021-01-12,Sheffield United,Newcastle,1,0,2.45,3.1,2.53,3.2,1
M_2247,2021-01-12,Burnley,Man United,0,1,7.0,1.45,7.33,1.48,0
M_2249,2021-01-13,Man City,Brighton,1,0,1.14,16.0,1.19,16.97,1
M_2621,2021-01-16,Watford,Huddersfield,2,0,1.66,5.25,1.67,5.66,1
M_2250,2021-01-16,Wolves,West Brom,2,3,1.6,7.0,1.63,7.07,0
M_2622,2021-01-16,Barnsley,Swansea,0,2,2.8,2.6,2.99,2.71,0
M_2620,2021-01-16,Nott'm Forest,Millwall,3,1,2.37,3.4,2.48,3.43,1
M_2619,2021-01-16,Derby,Rotherham,0,1,1.9,4.2,1.96,4.32,0
M_2618,2021-01-16,Cardiff,Norwich,1,2,3.1,2.3,3.23,2.31,0
M_2617,2021-01-16,Bristol City,Preston,2,0,2.6,2.8,2.7,2.93,1
M_2616,2021-01-16,Bournemouth,Luton,0,1,1.57,6.5,1.6,6.59,0
M_2615,2021-01-16,Middlesbrough,Birmingham,0,1,1.8,5.0,1.85,4.94,0
M_2254,2021-01-16,Leicester,Southampton,2,0,1.8,4.5,1.8,4.52,1
M_2253,2021-01-16,Fulham,Chelsea,0,1,6.5,1.5,6.81,1.56,0
M_2252,2021-01-16,West Ham,Burnley,1,0,1.8,4.75,1.85,4.88,1
M_2251,2021-01-16,Leeds,Brighton,0,1,2.1,3.4,2.18,3.43,0
M_2256,2021-01-17,Man City,Crystal Palace,4,0,1.14,17.0,1.18,18.27,1
M_2255,2021-01-17,Sheffield United,Tottenham,1,3,6.25,1.6,6.1,1.68,0
M_2257,2021-01-18,Arsenal,Newcastle,3,0,1.4,8.0,1.45,7.98,1
M_2623,2021-01-19,Derby,Bournemouth,1,0,3.6,2.1,3.72,2.15,1
M_2625,2021-01-19,Watford,Barnsley,1,0,1.75,4.75,1.81,5.05,1
M_2624,2021-01-19,Reading,Coventry,3,0,2.15,3.6,2.21,3.71,1
M_2259,2021-01-19,Leicester,Chelsea,2,0,2.87,2.45,2.92,2.55,1
M_2258,2021-01-19,West Ham,West Brom,2,1,1.57,5.5,1.58,6.35,1
M_2260,2021-01-20,Man City,Aston Villa,2,0,1.22,12.0,1.24,11.61,1
M_2631,2021-01-20,Birmingham,Preston,0,1,2.75,2.7,2.82,2.81,0
M_2630,2021-01-20,Nott'm Forest,Middlesbrough,1,2,2.6,2.9,2.69,2.95,0
M_2629,2021-01-20,Huddersfield,Millwall,0,1,3.1,2.37,3.14,2.46,0
M_2628,2021-01-20,Cardiff,QPR,0,1,2.15,3.5,2.25,3.45,0
M_2626,2021-01-20,Norwich,Bristol City,2,0,1.57,6.5,1.61,6.41,1
M_2627,2021-01-20,Brentford,Luton,1,0,1.57,6.5,1.62,6.74,1
M_2261,2021-01-20,Fulham,Man United,1,2,6.0,1.53,6.32,1.56,0
M_2262,2021-01-21,Liverpool,Burnley,0,1,1.18,15.0,1.21,15.81,0
M_2632,2021-01-22,Stoke,Watford,1,2,3.4,2.3,3.42,2.4,0
M_2263,2021-01-23,Aston Villa,Newcastle,2,0,1.45,6.5,1.52,6.46,1
M_2633,2021-01-23,QPR,Derby,0,1,2.55,2.9,2.66,2.95,0
M_2634,2021-01-24,Middlesbrough,Blackburn,0,1,2.37,3.0,2.58,3.11,0
M_2635,2021-01-26,Bristol City,Huddersfield,2,1,2.4,3.1,2.49,3.14,1
M_2266,2021-01-26,Southampton,Arsenal,1,3,3.5,2.05,3.59,2.11,0
M_2265,2021-01-26,Newcastle,Leeds,1,2,3.9,1.85,3.92,1.95,0
M_2264,2021-01-26,Crystal Palace,West Ham,2,3,3.1,2.37,3.21,2.44,0
M_2267,2021-01-26,West Brom,Man City,0,5,15.0,1.18,15.82,1.21,0
M_2637,2021-01-27,Middlesbrough,Rotherham,0,3,1.8,4.75,1.87,4.66,0
M_2636,2021-01-27,Coventry,Sheffield Weds,2,0,2.25,3.2,2.25,3.2,1
M_2268,2021-01-27,Burnley,Aston Villa,3,2,3.8,1.95,4.01,2.0,1
M_2269,2021-01-27,Man United,Sheffield United,1,2,1.25,11.0,1.29,11.4,0
M_2270,2021-01-28,Tottenham,Liverpool,1,3,3.2,2.2,3.33,2.25,0
M_2638,2021-01-29,Reading,Bournemouth,3,1,3.3,2.2,3.4,2.28,1
M_2272,2021-01-30,Crystal Palace,Wolves,1,0,2.87,2.55,3.05,2.65,1
M_2271,2021-01-30,Everton,Newcastle,0,2,1.55,6.5,1.61,6.49,0
M_2640,2021-01-30,Brentford,Wycombe,7,2,1.33,9.0,1.34,9.82,1
M_2274,2021-01-30,Southampton,Aston Villa,0,1,2.8,2.37,2.9,2.44,0
M_2643,2021-01-30,Sheffield Weds,Preston,1,0,2.9,2.5,2.98,2.63,1
M_2273,2021-01-30,Man City,Sheffield United,1,0,1.12,18.0,1.13,26.18,1
M_2641,2021-01-30,Derby,Bristol City,1,0,1.9,4.33,1.93,4.4,1
M_2642,2021-01-30,Rotherham,Swansea,1,3,3.3,2.3,3.39,2.37,0
M_2639,2021-01-30,Blackburn,Luton,1,0,1.83,4.5,1.86,4.75,1
M_2275,2021-01-31,Chelsea,Burnley,2,0,1.33,9.5,1.36,10.02,1
M_2276,2021-01-31,Leicester,Leeds,1,3,1.8,4.2,1.81,4.27,0
M_2277,2021-01-31,West Ham,Liverpool,1,3,4.33,1.75,4.65,1.77,0
M_2278,2021-01-31,Brighton,Tottenham,1,0,3.2,2.25,3.18,2.39,1
M_2644,2021-02-01,Watford,QPR,1,2,1.8,4.5,1.78,5.05,0
M_2646,2021-02-02,Coventry,Nott'm Forest,1,2,2.62,2.87,2.78,2.88,0
M_2279,2021-02-02,Sheffield United,West Brom,2,1,2.0,4.0,2.11,4.03,1
M_2281,2021-02-02,Man United,Southampton,9,0,1.4,7.0,1.46,7.59,1
M_2280,2021-02-02,Wolves,Arsenal,2,1,3.6,2.1,3.71,2.2,1
M_2282,2021-02-02,Newcastle,Crystal Palace,1,2,2.8,2.6,3.01,2.68,0
M_2645,2021-02-02,Bournemouth,Sheffield Weds,1,2,1.44,8.0,1.47,8.09,0
M_2648,2021-02-03,Brentford,Bristol City,3,2,1.4,8.5,1.42,9.36,1
M_2647,2021-02-03,Rotherham,Derby,3,0,2.87,2.55,2.97,2.65,1
M_2283,2021-02-03,Burnley,Man City,0,2,13.0,1.2,14.8,1.23,0
M_2287,2021-02-03,Liverpool,Brighton,0,1,1.33,9.0,1.37,8.87,0
M_2286,2021-02-03,Aston Villa,West Ham,1,3,2.2,3.25,2.23,3.46,0
M_2285,2021-02-03,Leeds,Everton,1,2,2.5,2.7,2.51,2.82,0
M_2284,2021-02-03,Fulham,Leicester,0,2,4.0,1.9,4.12,2.0,0
M_2288,2021-02-04,Tottenham,Chelsea,0,1,3.5,2.1,3.58,2.18,0
M_2649,2021-02-05,Swansea,Norwich,2,0,2.87,2.7,2.89,2.75,1
M_2650,2021-02-06,Bournemouth,Birmingham,3,2,1.61,6.0,1.72,5.45,1
M_2651,2021-02-06,Bristol City,Cardiff,0,2,3.3,2.3,3.45,2.32,0
M_2652,2021-02-06,Middlesbrough,Brentford,1,4,3.25,2.37,3.43,2.41,0
M_2653,2021-02-06,Millwall,Sheffield Weds,4,1,2.1,3.9,2.09,4.17,1
M_2655,2021-02-06,QPR,Blackburn,1,0,3.0,2.45,3.09,2.42,1
M_2656,2021-02-06,Wycombe,Nott'm Forest,0,3,4.0,2.0,3.98,2.04,0
M_2654,2021-02-06,Preston,Rotherham,1,2,2.37,3.0,2.41,3.21,0
M_2289,2021-02-06,Aston Villa,Arsenal,1,0,2.62,2.6,2.84,2.6,1
M_2290,2021-02-06,Newcastle,Southampton,3,2,3.0,2.4,3.06,2.54,1
M_2291,2021-02-07,Tottenham,West Brom,2,0,1.45,7.0,1.47,7.81,1
M_2292,2021-02-07,Liverpool,Man City,1,4,3.4,2.05,3.44,2.17,0
M_2293,2021-02-07,Sheffield United,Chelsea,1,2,7.0,1.45,7.64,1.49,0
M_2294,2021-02-08,Leeds,Crystal Palace,2,0,1.8,4.2,1.88,4.24,1
M_2658,2021-02-09,Sheffield Weds,Wycombe,2,0,1.9,4.0,2.01,4.06,1
M_2657,2021-02-09,Rotherham,Cardiff,1,2,2.9,2.5,3.03,2.56,0
M_2659,2021-02-10,Reading,Brentford,1,3,3.6,2.05,3.85,2.12,0
M_2660,2021-02-12,Blackburn,Preston,1,2,1.9,4.0,2.0,4.06,0
M_2663,2021-02-13,Derby,Middlesbrough,2,1,2.7,2.8,2.78,2.88,1
M_2295,2021-02-13,Leicester,Liverpool,3,1,3.5,2.1,3.5,2.2,1
M_2296,2021-02-13,Crystal Palace,Burnley,0,3,2.37,3.2,2.54,3.19,0
M_2297,2021-02-13,Man City,Tottenham,3,0,1.28,9.5,1.35,8.75,1
M_2667,2021-02-13,Watford,Bristol City,6,0,1.6,6.0,1.61,6.55,1
M_2664,2021-02-13,Huddersfield,Wycombe,2,3,1.7,5.0,1.78,4.91,0
M_2666,2021-02-13,Reading,Millwall,1,2,2.2,3.6,2.32,3.54,0
M_2665,2021-02-13,Norwich,Stoke,4,1,1.8,5.0,1.82,4.98,1
M_2661,2021-02-13,Birmingham,Luton,0,1,2.7,2.87,2.69,2.97,0
M_2662,2021-02-13,Cardiff,Coventry,3,1,2.0,3.8,2.1,3.82,1
M_2300,2021-02-14,Everton,Fulham,0,2,1.85,4.2,1.96,4.24,0
M_2668,2021-02-14,Brentford,Barnsley,0,2,1.61,5.75,1.68,5.7,0
M_2298,2021-02-14,Southampton,Wolves,1,2,2.37,3.1,2.44,3.25,0
M_2299,2021-02-14,Arsenal,Leeds,4,2,1.83,4.0,1.93,4.1,1
M_2301,2021-02-15,West Ham,Sheffield United,3,0,1.66,5.25,1.75,5.26,1
M_2302,2021-02-15,Chelsea,Newcastle,2,0,1.22,12.0,1.26,11.46,1
M_2673,2021-02-16,Wycombe,Derby,1,2,4.5,1.85,4.66,1.93,0
M_2669,2021-02-16,Preston,Watford,0,1,4.0,2.05,4.09,2.1,0
M_2670,2021-02-16,Stoke,Sheffield Weds,1,0,2.05,4.0,2.12,4.2,1
M_2671,2021-02-16,Bristol City,Reading,0,2,3.8,2.0,4.05,2.08,0
M_2672,2021-02-16,Middlesbrough,Huddersfield,2,1,1.85,4.33,1.91,4.5,1
M_2674,2021-02-16,Luton,Cardiff,0,2,2.8,2.62,2.89,2.72,0
M_2677,2021-02-17,QPR,Brentford,2,1,4.2,1.85,4.18,1.93,1
M_2303,2021-02-17,Everton,Man City,1,3,8.5,1.33,8.77,1.36,0
M_2675,2021-02-17,Coventry,Norwich,0,2,4.5,1.9,4.43,1.94,0
M_2676,2021-02-17,Millwall,Birmingham,2,0,2.15,4.0,2.15,4.17,1
M_2678,2021-02-17,Swansea,Nott'm Forest,1,0,2.05,3.8,2.08,4.13,1
M_2679,2021-02-17,Barnsley,Blackburn,2,1,2.55,2.8,2.65,2.85,1
M_2680,2021-02-17,Bournemouth,Rotherham,1,0,1.75,4.5,1.8,4.77,1
M_2304,2021-02-19,Wolves,Leeds,1,0,2.37,3.0,2.41,3.17,1
M_2681,2021-02-19,Watford,Derby,2,1,1.8,4.75,1.89,4.88,1
M_2683,2021-02-20,Bristol City,Barnsley,0,1,3.5,2.1,4.02,2.05,0
M_2691,2021-02-20,Stoke,Luton,3,0,2.2,3.6,2.32,3.55,1
M_2690,2021-02-20,Sheffield Weds,Birmingham,0,1,2.45,3.25,2.51,3.32,0
M_2684,2021-02-20,Cardiff,Preston,4,0,1.95,4.2,1.99,4.18,1
M_2688,2021-02-20,QPR,Bournemouth,2,1,3.1,2.3,3.05,2.47,1
M_2689,2021-02-20,Reading,Middlesbrough,0,2,2.45,3.1,2.49,3.19,0
M_2686,2021-02-20,Norwich,Rotherham,1,0,1.5,6.5,1.57,6.45,1
M_2685,2021-02-20,Huddersfield,Swansea,4,1,3.75,2.1,3.73,2.22,1
M_2305,2021-02-20,Liverpool,Everton,0,2,1.44,7.0,1.5,6.94,0
M_2682,2021-02-20,Coventry,Brentford,2,0,4.33,1.83,4.75,1.84,1
M_2687,2021-02-20,Nott'm Forest,Blackburn,1,0,2.5,2.87,2.62,2.92,1
M_2306,2021-02-20,Fulham,Sheffield United,1,0,2.15,3.6,2.23,3.77,1
M_2307,2021-02-21,West Ham,Tottenham,2,1,2.62,2.7,2.73,2.78,1
M_2308,2021-02-21,Aston Villa,Leicester,1,2,2.87,2.4,2.94,2.49,0
M_2309,2021-02-21,Arsenal,Man City,0,1,6.5,1.5,6.42,1.54,0
M_2310,2021-02-21,Man United,Newcastle,3,1,1.28,10.0,1.31,10.95,1
M_2311,2021-02-22,Brighton,Crystal Palace,1,2,1.7,5.5,1.75,5.64,0
M_2695,2021-02-23,Rotherham,Nott'm Forest,0,1,2.9,2.5,2.98,2.6,0
M_2692,2021-02-23,Birmingham,Norwich,1,3,5.75,1.6,5.75,1.65,0
M_2693,2021-02-23,Derby,Huddersfield,2,0,2.15,3.6,2.23,3.71,1
M_2694,2021-02-23,Middlesbrough,Bristol City,1,3,1.61,6.0,1.65,6.11,0
M_2696,2021-02-23,Wycombe,Reading,1,0,4.33,1.83,4.44,1.9,1
M_2312,2021-02-23,Leeds,Southampton,3,0,2.25,3.1,2.4,3.12,1
M_2700,2021-02-24,Blackburn,Watford,2,3,3.0,2.4,3.2,2.48,0
M_2698,2021-02-24,Brentford,Sheffield Weds,3,0,1.55,6.5,1.58,7.21,1
M_2701,2021-02-24,Bournemouth,Cardiff,1,2,2.15,3.4,2.23,3.55,0
M_2699,2021-02-24,Swansea,Coventry,1,0,2.0,4.0,2.06,4.17,1
M_2697,2021-02-24,Barnsley,Stoke,2,0,2.3,3.25,2.42,3.31,1
M_2708,2021-02-27,Rotherham,Reading,0,1,2.87,2.5,2.93,2.62,0
M_2709,2021-02-27,Swansea,Bristol City,1,3,1.8,5.0,1.8,5.26,0
M_2704,2021-02-27,Birmingham,QPR,2,1,2.8,2.55,2.84,2.72,1
M_2703,2021-02-27,Barnsley,Millwall,2,1,2.15,3.5,2.26,3.49,1
M_2702,2021-02-27,Bournemouth,Watford,1,0,2.87,2.5,2.89,2.62,1
M_2707,2021-02-27,Preston,Huddersfield,3,0,2.3,3.1,2.41,3.16,1
M_2313,2021-02-27,Man City,West Ham,2,1,1.22,12.0,1.24,13.19,1
M_2314,2021-02-27,West Brom,Brighton,1,0,4.2,1.95,4.22,1.99,1
M_2315,2021-02-27,Leeds,Aston Villa,0,1,2.15,3.2,2.25,3.22,0
M_2705,2021-02-27,Brentford,Stoke,2,1,1.8,4.75,1.84,4.79,1
M_2706,2021-02-27,Luton,Sheffield Weds,3,2,2.2,3.6,2.28,3.58,1
M_2316,2021-02-28,Leicester,Arsenal,1,3,2.5,2.8,2.61,2.92,0
M_2317,2021-02-28,Tottenham,Burnley,4,0,1.53,6.5,1.56,7.22,1
M_2318,2021-02-28,Sheffield United,Liverpool,0,2,8.0,1.36,7.95,1.41,0
M_2710,2021-02-28,Wycombe,Norwich,0,2,7.5,1.44,8.23,1.44,0
M_2319,2021-03-01,Everton,Southampton,1,0,2.15,3.3,2.21,3.44,1
M_2711,2021-03-02,Cardiff,Derby,4,0,2.1,3.75,2.22,3.76,1
M_2712,2021-03-02,Coventry,Middlesbrough,1,2,2.9,2.55,3.1,2.64,0
M_2713,2021-03-02,Millwall,Preston,2,1,2.25,3.5,2.33,3.59,1
M_2714,2021-03-02,Nott'm Forest,Luton,0,1,1.9,4.2,1.99,4.31,0
M_2715,2021-03-02,Reading,Blackburn,1,0,2.4,3.0,2.4,3.21,1
M_2320,2021-03-02,Man City,Wolves,4,1,1.18,15.0,1.23,16.42,1
M_2716,2021-03-03,Norwich,Brentford,1,0,2.15,3.4,2.28,3.41,1
M_2718,2021-03-03,Watford,Wycombe,2,0,1.33,9.5,1.37,9.77,1
M_2719,2021-03-03,Bristol City,Bournemouth,1,2,4.33,1.85,4.32,1.94,0
M_2720,2021-03-03,Sheffield Weds,Rotherham,1,2,2.3,3.2,2.44,3.22,0
M_2721,2021-03-03,Stoke,Swansea,1,2,2.5,3.0,2.6,3.12,0
M_2321,2021-03-03,Sheffield United,Aston Villa,1,0,3.75,2.05,3.77,2.09,1
M_2717,2021-03-03,QPR,Barnsley,1,3,2.8,2.6,2.94,2.6,0
M_2324,2021-03-04,Liverpool,Chelsea,0,1,2.25,3.0,2.28,3.2,0
M_2323,2021-03-04,West Brom,Everton,0,1,4.33,1.83,4.49,1.87,0
M_2322,2021-03-04,Fulham,Tottenham,0,1,4.0,1.9,4.02,2.0,0
M_2326,2021-03-06,Brighton,Leicester,1,2,2.55,2.8,2.54,3.02,0
M_2325,2021-03-06,Sheffield United,Southampton,0,2,3.6,2.0,3.77,2.14,0
M_2722,2021-03-06,Watford,Nott'm Forest,1,0,1.85,4.75,1.93,4.75,1
M_2723,2021-03-06,Barnsley,Birmingham,1,0,1.8,4.5,1.86,4.78,1
M_2724,2021-03-06,Bristol City,QPR,0,2,3.1,2.3,3.17,2.39,0
M_2725,2021-03-06,Coventry,Derby,1,0,2.6,2.9,2.65,3.08,1
M_2726,2021-03-06,Millwall,Blackburn,0,2,2.45,3.1,2.56,3.12,0
M_2727,2021-03-06,Norwich,Luton,3,0,1.4,8.5,1.44,8.65,1
M_2728,2021-03-06,Reading,Sheffield Weds,3,0,1.75,5.0,1.84,5.08,1
M_2729,2021-03-06,Stoke,Wycombe,2,0,1.55,6.5,1.57,6.43,1
M_2730,2021-03-06,Swansea,Middlesbrough,2,1,2.4,3.2,2.48,3.25,1
M_2327,2021-03-07,Liverpool,Fulham,0,1,1.36,8.5,1.42,8.54,0
M_2328,2021-03-07,Man City,Man United,0,2,1.45,7.0,1.52,6.97,0
M_2329,2021-03-07,Tottenham,Crystal Palace,4,1,1.45,7.0,1.5,7.36,1
M_2331,2021-03-08,West Ham,Leeds,2,0,2.05,3.5,2.14,3.55,1
M_2330,2021-03-08,Chelsea,Everton,2,0,1.53,6.5,1.55,6.72,1
M_2731,2021-03-09,QPR,Wycombe,1,0,1.57,6.0,1.62,5.91,1
M_2332,2021-03-10,Man City,Southampton,5,2,1.18,15.0,1.22,14.8,1
M_2732,2021-03-12,Blackburn,Brentford,0,1,3.5,2.1,3.63,2.15,0
M_2737,2021-03-13,Derby,Millwall,0,1,2.55,3.0,2.69,3.05,0
M_2733,2021-03-13,Luton,Swansea,0,1,3.5,2.2,3.51,2.33,0
M_2734,2021-03-13,Birmingham,Bristol City,0,3,2.05,3.9,2.19,3.83,0
M_2736,2021-03-13,Cardiff,Watford,1,2,3.1,2.4,3.15,2.59,0
M_2739,2021-03-13,QPR,Huddersfield,0,1,2.0,3.8,2.12,3.78,0
M_2735,2021-03-13,Bournemouth,Barnsley,2,3,2.2,3.3,2.26,3.51,0
M_2333,2021-03-13,Crystal Palace,West Brom,1,0,2.15,3.6,2.31,3.63,1
M_2334,2021-03-13,Everton,Burnley,1,2,1.83,4.5,1.93,4.54,0
M_2335,2021-03-13,Fulham,Man City,0,3,10.0,1.33,10.46,1.37,0
M_2738,2021-03-13,Middlesbrough,Stoke,3,0,2.2,3.6,2.3,3.71,1
M_2740,2021-03-13,Wycombe,Preston,1,0,3.8,2.0,3.74,2.14,1
M_2336,2021-03-14,Southampton,Brighton,1,2,2.9,2.5,3.03,2.68,0
M_2337,2021-03-14,Leicester,Sheffield United,5,0,1.5,6.5,1.56,6.87,1
M_2741,2021-03-14,Sheffield Weds,Norwich,1,2,6.5,1.57,6.63,1.61,0
M_2338,2021-03-14,Arsenal,Tottenham,2,1,2.55,2.75,2.65,2.87,1
M_2339,2021-03-14,Man United,West Ham,1,0,1.83,4.33,1.88,4.59,1
M_2340,2021-03-15,Wolves,Liverpool,0,1,4.75,1.72,4.93,1.78,0
M_2742,2021-03-16,Luton,Coventry,2,0,3.2,2.45,3.2,2.57,1
M_2745,2021-03-16,Bournemouth,Swansea,3,0,2.05,3.6,2.15,3.8,1
M_2743,2021-03-16,Middlesbrough,Preston,2,0,1.8,4.5,1.87,4.74,1
M_2744,2021-03-16,Rotherham,Watford,1,4,5.5,1.61,5.64,1.68,0
M_2749,2021-03-17,Birmingham,Reading,2,1,3.6,2.15,3.61,2.25,1
M_2748,2021-03-17,Wycombe,Barnsley,1,3,4.75,1.8,5.08,1.78,0
M_2747,2021-03-17,QPR,Millwall,3,2,2.5,3.1,2.52,3.11,1
M_2746,2021-03-17,Nott'm Forest,Norwich,0,2,4.0,1.9,4.25,1.95,0
M_2341,2021-03-19,Fulham,Leeds,1,2,2.37,3.0,2.48,3.07,0
M_2753,2021-03-20,Preston,Luton,0,1,2.37,3.1,2.44,3.25,0
M_2754,2021-03-20,Stoke,Derby,1,0,2.25,3.4,2.31,3.54,1
M_2755,2021-03-20,Watford,Birmingham,3,0,1.5,7.0,1.54,6.97,1
M_2756,2021-03-20,Swansea,Cardiff,0,1,2.6,2.9,2.68,3.03,0
M_2750,2021-03-20,Barnsley,Sheffield Weds,1,2,1.66,5.25,1.66,5.83,0
M_2751,2021-03-20,Bristol City,Rotherham,0,2,2.37,2.9,2.47,3.0,0
M_2342,2021-03-20,Brighton,Newcastle,3,0,1.66,6.0,1.67,6.73,1
M_2752,2021-03-20,Millwall,Middlesbrough,1,0,2.9,2.6,3.05,2.67,1
M_2343,2021-03-21,Aston Villa,Tottenham,0,2,2.9,2.45,3.03,2.48,0
M_2757,2021-04-02,Bournemouth,Middlesbrough,3,1,2.1,3.6,2.16,3.69,1
M_2758,2021-04-02,Bristol City,Stoke,0,2,3.5,2.15,3.68,2.2,0
M_2759,2021-04-02,Cardiff,Nott'm Forest,0,1,2.2,3.6,2.27,3.62,0
M_2760,2021-04-02,Derby,Luton,2,0,2.1,3.75,2.19,3.89,1
M_2761,2021-04-02,Millwall,Rotherham,1,0,2.15,3.6,2.2,3.77,1
M_2762,2021-04-02,QPR,Coventry,3,0,2.25,3.3,2.29,3.43,1
M_2763,2021-04-02,Watford,Sheffield Weds,1,0,1.5,7.5,1.56,7.22,1
M_2765,2021-04-02,Birmingham,Swansea,1,0,3.1,2.45,3.24,2.52,1
M_2764,2021-04-02,Wycombe,Blackburn,1,0,4.33,1.85,4.33,1.9,1
M_2344,2021-04-03,Chelsea,West Brom,2,5,1.22,15.0,1.22,16.63,0
M_2345,2021-04-03,Leeds,Sheffield United,2,1,1.5,6.5,1.53,6.51,1
M_2346,2021-04-03,Leicester,Man City,0,2,6.0,1.53,6.24,1.61,0
M_2347,2021-04-03,Arsenal,Liverpool,0,3,3.1,2.15,3.18,2.3,0
M_2348,2021-04-04,Southampton,Burnley,3,2,2.05,3.8,2.11,3.97,1
M_2349,2021-04-04,Aston Villa,Fulham,3,1,2.25,3.3,2.32,3.4,1
M_2350,2021-04-04,Man United,Brighton,2,1,1.61,5.5,1.67,5.59,1
M_2768,2021-04-05,Luton,Barnsley,1,2,3.5,2.2,3.52,2.27,0
M_2351,2021-04-05,Wolves,West Ham,2,3,2.87,2.55,2.99,2.66,0
M_2766,2021-04-05,Blackburn,Bournemouth,0,2,3.3,2.15,3.33,2.21,0
M_2767,2021-04-05,Coventry,Bristol City,3,1,2.05,3.8,2.05,4.0,1
M_2769,2021-04-05,Nott'm Forest,QPR,3,1,2.55,2.87,2.61,2.9,1
M_2770,2021-04-05,Reading,Derby,3,1,2.15,3.75,2.23,3.65,1
M_2771,2021-04-05,Rotherham,Wycombe,0,3,1.8,4.5,1.88,4.35,0
M_2774,2021-04-05,Sheffield Weds,Cardiff,5,0,3.25,2.37,3.43,2.38,1
M_2773,2021-04-05,Swansea,Preston,0,1,1.9,4.2,1.98,4.4,0
M_2772,2021-04-05,Stoke,Millwall,1,2,2.2,3.75,2.24,3.74,0
M_2775,2021-04-06,Norwich,Huddersfield,7,0,1.4,8.0,1.43,8.47,1
M_2352,2021-04-09,Fulham,Wolves,0,1,2.5,3.1,2.6,3.22,0
M_2776,2021-04-09,Watford,Reading,2,0,1.83,4.75,1.83,5.05,1
M_2784,2021-04-10,Wycombe,Luton,1,3,3.1,2.4,3.31,2.37,0
M_2783,2021-04-10,QPR,Sheffield Weds,4,1,2.2,3.3,2.3,3.28,1
M_2782,2021-04-10,Preston,Brentford,0,5,4.2,1.9,4.23,1.98,0
M_2781,2021-04-10,Derby,Norwich,0,1,5.0,1.7,4.97,1.77,0
M_2780,2021-04-10,Bournemouth,Coventry,4,1,1.61,5.75,1.65,5.82,1
M_2778,2021-04-10,Barnsley,Middlesbrough,2,0,2.1,3.6,2.16,3.7,1
M_2355,2021-04-10,Crystal Palace,Chelsea,1,4,7.0,1.53,7.31,1.55,0
M_2777,2021-04-10,Millwall,Swansea,0,3,2.8,2.7,2.85,2.8,0
M_2353,2021-04-10,Man City,Leeds,1,2,1.28,10.0,1.31,10.38,0
M_2779,2021-04-10,Birmingham,Stoke,2,0,2.9,2.62,3.05,2.72,1
M_2354,2021-04-10,Liverpool,Aston Villa,2,1,1.5,6.5,1.53,6.49,1
M_2356,2021-04-11,Burnley,Newcastle,1,2,2.3,3.4,2.41,3.43,0
M_2357,2021-04-11,West Ham,Leicester,3,2,3.0,2.37,3.11,2.42,1
M_2358,2021-04-11,Tottenham,Man United,1,3,2.87,2.45,2.9,2.56,0
M_2359,2021-04-11,Sheffield United,Arsenal,0,3,6.5,1.57,6.16,1.63,0
M_2360,2021-04-12,West Brom,Southampton,3,0,3.6,2.1,3.69,2.21,1
M_2786,2021-04-13,Sheffield Weds,Swansea,0,2,2.87,2.55,2.91,2.62,0
M_2787,2021-04-13,Rotherham,QPR,3,1,2.55,2.7,2.67,2.75,1
M_2785,2021-04-13,Huddersfield,Bournemouth,1,2,4.75,1.75,4.76,1.82,0
M_2788,2021-04-15,Rotherham,Coventry,0,1,2.5,2.87,2.58,2.9,0
M_2789,2021-04-16,Blackburn,Derby,2,1,2.05,3.6,2.13,3.73,1
M_2790,2021-04-17,Luton,Watford,1,0,4.8,1.75,5.0,1.8,1
M_2362,2021-04-17,Wolves,Sheffield United,1,0,1.66,5.75,1.72,5.99,1
M_2361,2021-04-17,Newcastle,West Ham,3,2,3.5,2.05,3.73,2.14,1
M_2791,2021-04-17,Middlesbrough,QPR,1,2,2.1,3.6,2.14,3.62,0
M_2792,2021-04-17,Nott'm Forest,Huddersfield,0,2,2.05,4.0,2.11,3.94,0
